antecedent,consequent,support,confidence,lift,leverage,conviction
"('STRAWBERRY CHARLOTTE BAG',)","('WOODLAND CHARLOTTE BAG',)",0.022585669781931463,0.5623268698060941,12.134919341697898,0.020724456769635385,2.1789330218068534
"('STRAWBERRY CHARLOTTE BAG',)","('RED RETROSPOT CHARLOTTE BAG',)",0.02703604806408545,0.6731301939058172,11.724988726405979,0.02473019953024445,2.8836867235409924
"('STRAWBERRY CHARLOTTE BAG',)","('CHARLOTTE BAG SUKI DESIGN',)",0.02308633733867379,0.5747922437673131,11.714813349162382,0.021115641208007355,2.236399890407623
"('CHARLOTTE BAG PINK POLKADOT',)","('WOODLAND CHARLOTTE BAG',)",0.021973742768135292,0.532345013477089,11.487915921085415,0.0200609726086842,2.0392393187714903
"('CHARLOTTE BAG PINK POLKADOT',)","('CHARLOTTE BAG SUKI DESIGN',)",0.022808188696039164,0.5525606469002696,11.261712232062639,0.020782902644855654,2.1252814998311003
"('ALARM CLOCK BAKELIKE IVORY',)","('ALARM CLOCK BAKELIKE RED',)",0.020749888740542947,0.6543859649122807,11.192428263808903,0.018895966762982597,2.7242329874689095
"('ALARM CLOCK BAKELIKE RED',)","('ALARM CLOCK BAKELIKE GREEN',)",0.035603026257231864,0.6089438629876308,11.169770286801686,0.03241558145370705,2.417767620953377
"('ALARM CLOCK BAKELIKE GREEN',)","('ALARM CLOCK BAKELIKE RED',)",0.035603026257231864,0.6530612244897959,11.169770286801684,0.03241558145370705,2.713830859446582
"('WOODLAND CHARLOTTE BAG',)","('CHARLOTTE BAG SUKI DESIGN',)",0.025367156208277702,0.5474189675870348,11.156919910821472,0.023093486018741498,2.1011366171694883
"('CHARLOTTE BAG SUKI DESIGN',)","('WOODLAND CHARLOTTE BAG',)",0.025367156208277702,0.5170068027210885,11.156919910821472,0.023093486018741498,1.9744800579175992
"('DOTCOM POSTAGE',)","('JUMBO BAG WOODLAND ANIMALS',)",0.02008233199821985,0.5113314447592068,10.650862168008693,0.018196819663026942,1.948133421050934
"('WOODLAND CHARLOTTE BAG',)","('RED RETROSPOT CHARLOTTE BAG',)",0.028093012906097017,0.6062424969987995,10.559898377955832,0.025432664112898195,2.3938340551629813
"('PAPER CHAIN KIT VINTAGE CHRISTMAS',)","(""PAPER CHAIN KIT 50'S CHRISTMAS"",)",0.030707610146862484,0.6731707317073171,10.431825063078218,0.027763963185646928,2.8622574709895123
"('ALARM CLOCK BAKELIKE PINK',)","('ALARM CLOCK BAKELIKE RED',)",0.02614597240765465,0.6002554278416347,10.26659521492029,0.023599269059532274,2.3553369348694955
"('CHARLOTTE BAG SUKI DESIGN',)","('RED RETROSPOT CHARLOTTE BAG',)",0.02820427236315087,0.5748299319727892,10.012735326688816,0.025387432464469763,2.2169719626168227
"('ALARM CLOCK BAKELIKE PINK',)","('ALARM CLOCK BAKELIKE GREEN',)",0.023253226524254562,0.5338441890166028,9.79222769567597,0.020878564981761768,2.0282550249647935
"('LUNCH BAG VINTAGE LEAF DESIGN',)","('LUNCH BAG APPLE DESIGN',)",0.02008233199821985,0.5404191616766467,9.377002751254249,0.017940674100600733,2.050493673069703
"('LUNCH BAG BLACK SKULL.', 'LUNCH BAG RED RETROSPOT')","('LUNCH BAG PINK POLKADOT',)",0.02008233199821985,0.563182527301092,9.287861569508651,0.01792011932440604,2.1504716606268675
"('WOODEN FRAME ANTIQUE WHITE',)","('WOODEN PICTURE FRAME WHITE FINISH',)",0.02998442367601246,0.5550978372811535,9.071307929969104,0.026679010178036918,2.1101432568527585
"('LUNCH BAG DOLLY GIRL DESIGN',)","('LUNCH BAG SPACEBOY DESIGN',)",0.02158433466844682,0.5689149560117303,8.839079731432033,0.019142413639983608,2.170421862558998
"('LUNCH BAG ALPHABET DESIGN',)","('LUNCH BAG APPLE DESIGN',)",0.020749888740542947,0.5040540540540541,8.74601899196494,0.018377393464737338,1.900141757280977
"('JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY')","('JUMBO STORAGE BAG SUKI',)",0.021695594125500667,0.5735294117647058,8.707571542130365,0.019204016075233775,2.190384113684146
"('DOTCOM POSTAGE',)","('JUMBO STORAGE BAG SUKI',)",0.021973742768135292,0.5594900849858357,8.49442041191333,0.01938689849829937,2.120575200660545
"('JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI')","('JUMBO BAG PINK POLKADOT',)",0.022975077881619937,0.5704419889502762,8.418936940369594,0.020246101759771075,2.1702377017159
"('LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT')","('LUNCH BAG BLACK SKULL.',)",0.02008233199821985,0.5957095709570956,8.411999408896113,0.017694988511606932,2.2983065856516167
"('JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI')","('JUMBO SHOPPER VINTAGE RED PAISLEY',)",0.021695594125500667,0.5386740331491713,8.241025038203833,0.019062961167231034,2.0259754189884585
"('JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY')","('JUMBO BAG PINK POLKADOT',)",0.02102803738317757,0.5558823529411764,8.204056795131846,0.018464910638899632,2.0990901776319855
"('HEART OF WICKER LARGE',)","('HEART OF WICKER SMALL',)",0.027425456163773922,0.532972972972973,7.977287395638768,0.023987513564543064,1.9981470922134863
"('JUMBO STORAGE BAG SKULLS',)","('JUMBO STORAGE BAG SUKI',)",0.020416110369381398,0.5205673758865249,7.90347901092582,0.017832930184913515,1.9484164290059334
"('JUMBO BAG WOODLAND ANIMALS',)","('JUMBO STORAGE BAG SUKI',)",0.02497774810858923,0.5202780996523755,7.899087094046538,0.021815642435971096,1.9472415179444844
"('DOTCOM POSTAGE',)","('JUMBO SHOPPER VINTAGE RED PAISLEY',)",0.020193591455273698,0.5141643059490084,7.8660575010547875,0.017626410697624027,1.923767809622418
"('PACK OF 72 SKULL CAKE CASES',)","('PACK OF 72 RETROSPOT CAKE CASES',)",0.020749888740542947,0.5625942684766215,7.661511037981627,0.01804156023488966,2.118327885456471
"('LUNCH BAG BLACK SKULL.', 'LUNCH BAG PINK POLKADOT')","('LUNCH BAG RED RETROSPOT',)",0.02008233199821985,0.6636029411764706,7.627190837972018,0.017449340058613483,2.7140400923149506
"('JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT')","('JUMBO STORAGE BAG SUKI',)",0.022975077881619937,0.5006060606060606,7.60041769041769,0.019952207452987307,1.870536119356553
"('60 TEATIME FAIRY CAKE CASES',)","('PACK OF 72 RETROSPOT CAKE CASES',)",0.02520026702269693,0.5471014492753623,7.450527009222661,0.02181792011065934,2.045863818424566
"('JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY')","('JUMBO BAG RED RETROSPOT',)",0.02102803738317757,0.8076923076923076,6.950252236992303,0.018002530298519965,4.595705384957719
"('JUMBO BAG PINK POLKADOT', 'JUMBO STORAGE BAG SUKI')","('JUMBO BAG RED RETROSPOT',)",0.022975077881619937,0.8019417475728154,6.900768240482972,0.019645727136750994,4.46227050010035
"('JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO STORAGE BAG SUKI')","('JUMBO BAG RED RETROSPOT',)",0.021695594125500667,0.7442748091603053,6.4045399566613925,0.018308060552080615,3.4560126603298587
"('LUNCH BAG PINK POLKADOT',)","('LUNCH BAG RED RETROSPOT',)",0.033711615487316424,0.5559633027522936,6.390023229076234,0.02843595149067867,2.0561253388356193
"('LUNCH BAG WOODLAND',)","('LUNCH BAG RED RETROSPOT',)",0.029261237205162438,0.5172074729596854,5.9445789858844655,0.024338897494538037,1.8910713266024763
"('DOTCOM POSTAGE',)","('JUMBO BAG RED RETROSPOT',)",0.02698041833555852,0.6869688385269122,5.911417827362266,0.022416298673660514,2.823327533745345
"('LUNCH BAG SUKI DESIGN',)","('LUNCH BAG RED RETROSPOT',)",0.03638184245660881,0.5093457943925234,5.854219948849105,0.030167207069743785,1.8607709750566894
"('JUMBO BAG PINK POLKADOT',)","('JUMBO BAG RED RETROSPOT',)",0.04589452603471295,0.6773399014778326,5.828560109605323,0.038020449904129706,2.7390727925614144
"('JUMBO BAG SCANDINAVIAN BLUE PAISLEY',)","('JUMBO BAG RED RETROSPOT',)",0.024922118380062305,0.6767371601208458,5.8233734755061395,0.020642448102191936,2.7339656405841217
"('LUNCH BAG BLACK SKULL.',)","('LUNCH BAG RED RETROSPOT',)",0.03565865598575879,0.5035349567949725,5.787432470170349,0.029497261244731395,1.8389917217330563
"('JUMBO BAG STRAWBERRY',)","('JUMBO BAG RED RETROSPOT',)",0.029817534490431688,0.6520681265206812,5.611094610979304,0.02450350281609718,2.5401222609166534
"('JUMBO BAG BAROQUE BLACK WHITE',)","('JUMBO BAG RED RETROSPOT',)",0.032543391188251,0.6270096463022509,5.395464529406061,0.0265117712951195,2.369470117244449
"('JUMBO BAG SPACEBOY DESIGN',)","('JUMBO BAG RED RETROSPOT',)",0.023865153538050736,0.6253644314868806,5.381307333847853,0.019430329050710744,2.3590645720450447
"('JUMBO BAG WOODLAND ANIMALS',)","('JUMBO BAG RED RETROSPOT',)",0.02976190476190476,0.6199304750869061,5.334547735836392,0.024182817979726316,2.325336390254757
"('RED HANGING HEART T-LIGHT HOLDER',)","('WHITE HANGING HEART T-LIGHT HOLDER',)",0.02753671562082777,0.6680161943319838,5.322809888879317,0.022363373683825877,2.6341626233351785
"('JUMBO STORAGE BAG SUKI',)","('JUMBO BAG RED RETROSPOT',)",0.040275923453493546,0.6114864864864864,5.261886587401187,0.032621649119658924,2.2747973142934534
"('JUMBO BAG PINK VINTAGE PAISLEY',)","('JUMBO BAG RED RETROSPOT',)",0.02881619937694704,0.5988439306358381,5.153096456251712,0.023224183077312794,2.2031063832788895
"('JUMBO BAG OWLS',)","('JUMBO BAG RED RETROSPOT',)",0.021751223854027592,0.5951293759512938,5.121132437578007,0.017503877369796726,2.1828936075167893
"('JUMBO STORAGE BAG SKULLS',)","('JUMBO BAG RED RETROSPOT',)",0.02303070761014686,0.5872340425531914,5.05319250786796,0.018473052706976755,2.1411395033010794
"('JUMBO SHOPPER VINTAGE RED PAISLEY',)","('JUMBO BAG RED RETROSPOT',)",0.037828215398308856,0.5787234042553192,4.979957833840889,0.030232123893025344,2.097884159800048
"('GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER')","('REGENCY CAKESTAND 3 TIER',)",0.022696929238985315,0.5319426336375489,4.809960152046569,0.017978193839622788,1.9002117338748168
"('JUMBO BAG APPLES',)","('JUMBO BAG RED RETROSPOT',)",0.030373831775700934,0.558282208588957,4.804059828432308,0.02405129773981389,2.0008012226178113
"('RECYCLING BAG RETROSPOT',)","('JUMBO BAG RED RETROSPOT',)",0.02308633733867379,0.5548128342245989,4.77420560460574,0.018250697810203945,1.9852088403490271
"('PINK REGENCY TEACUP AND SAUCER',)","('REGENCY CAKESTAND 3 TIER',)",0.021806853582554516,0.5124183006535948,4.633416183374759,0.017100422577975203,1.8241211696023656
"('GREEN REGENCY TEACUP AND SAUCER',)","('REGENCY CAKESTAND 3 TIER',)",0.028315531820204718,0.5024679170779862,4.54344229245165,0.02208335586250688,1.7876396924294122
